ProductCode,Price,Maker,Name,Description,Height,Width,Depth,Materials,Technique,Signed,Firing Technique,Decoration
MC393Y354,110.0,Mandy Cheng,vessel bamboo forest,"This vessel is hand-built in grey, white and black stained porcelain. The decorative patterns are made by an intricate and meticulous lamination technique called nerikomi. Each delicate, light and fluid piece is glazed on the inside and sanded on the outside.",8.0,11.0,11.5,Porcelain,Hand Built,Signed,Electric,
380Y241,220.0,Ostinelli and Priest,Little Gem Dog,An original sculptural piece capturing the character of this little dog looking for a home.,20.0,12.5,10.0,Earthenware,Hand Built,Signed,Electric,
380Y232,395.0,Ostinelli and Priest,Warthog,An original sculptural piece capturing the character of this impressively tusked warthog.,18.0,35.0,20.0,Earthenware,Hand Built,Signed,Electric,
380Y226,325.0,Ostinelli and Priest,Small Fox,An original sculptural piece capturing the character of this curled up fox.,12.0,26.0,20.0,Earthenware,Hand Built,Signed,Electric,
380Y212,595.0,Ostinelli and Priest,Sitting Glos Old Spot,"An original sculptural piece capturing the character of this English breed of pig, the Gloucestershire Old Spot.",29.0,28.0,19.0,Earthenware,Hand Built,Signed,Electric,
380Y208,580.0,Ostinelli and Priest,The Chosen One – Sitting Monkey,An original sculptural piece capturing the character of this enigmatic monkey with votive fruit.,44.0,19.5,20.0,Earthenware,Hand Built,Signed,Electric,
W464Y25,900.0,Paul Wearing,Low Wide Ellipse,"This tactile hand-built vessel displays both depth and texture in a wide range of subtle hues. As the light hits each surface discover the shapes, shadows and colours that emerge from the depths of this beautiful decorative piece.",13.5,53.0,13.5,Stoneware,Hand built,Signed,,Volcanic Glaze
W464Y50,900.0,Paul Wearing,Low Wide Ellipse,"This tactile hand-built vessel displays both depth and texture in a wide range of subtle hues. As the light hits each surface discover the shapes, shadows and colours that emerge from the depths of this beautiful decorative piece.",13.5,53.0,13.5,Stoneware,Hand built,Signed,,Volcanic Glaze
W464Y35,750.0,Paul Wearing,Ellipse,"This tactile hand built vessel displays both depth and texture in a wide range of subtle hues. As the light hits each surface discover the shapes, shadows and colours that emerge from the depths of this beautiful decorative piece.",25.0,29.0,18.0,Stoneware,Hand built,Signed,,Volcanic Glaze
B490Y128,100.0,Peter Bodenham,liminal bowl,"This stoneware bowl references the shore line – the liminal. It is wheel-thrown and boldly decorated with cream and cobalt blue mark-making on the inside, with dark glazes and native clays brushed on the outside.",11.0,19.5,,Stoneware,Thrown,Signed,,
B490Y125,39.0,Peter Bodenham,drinking bowl,"This stoneware drinking bowl references the West Wales coast and geology. It is wheel-thrown and boldly decorated with motifs and gestural marks brushed or drawn onto the surface with a palette of blue and black slip, contrasting with the use of white glaze.",9.5,9.5,,Stoneware,Thrown,Signed,,
M523Y8,195.0,Rhian Malin,large hoi an ginger jar,This elegant porcelain ginger jar is wheel-thrown and decorated using a meticulous method of mapping out the geometrical design in relation to the form. The enduring traditional combination of blue and white china is given a contemporary revival.,20.0,7.5,,Porcelain,Thrown,Signed,,
B307Y258,100.0,Dylan Bowen,tankard,"This earthenware tankard is wheel-thrown and altered with some hand-built elements. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",20.0,13.5,8.0,Earthenware,"Hand Built, Thrown",Signed,,Slip Decoration
B307Y333,280.0,Dylan Bowen,Vessel,"This earthenware vessel is moulded, wheel thrown, cut and sliced. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",31.0,14.0,11.0,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y303,220.0,Dylan Bowen,bottle,"This earthenware bottle is moulded, wheel thrown, cut and sliced. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",31.5,10.0,7.5,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y174,180.0,Dylan Bowen,Medium Thrown Shape,"This earthenware vessel is wheel-thrown and altered. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",23.0,13.5,,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y166,160.0,Dylan Bowen,Round Vase,"This earthenware vase is wheel-thrown and altered. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",14.0,9.5,9.0,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y351,320.0,Dylan Bowen,Cut sided vessel,"This earthenware vessel is slab-built, cut and sliced. It is decorated using coloured slips which are poured, trailed or brushed on to achieve energy and dynamism.",19.0,12.5,12.5,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y297,160.0,Dylan Bowen,cut sided vessel,"This earthenware vessel is slab-built, cut and sliced. It is decorated using coloured slips which are poured, trailed or brushed on to achieve energy and dynamism.",9.5,10.5,9.0,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y299,160.0,Dylan Bowen,cut sided vessel,"This earthenware vessel is slab-built, cut and sliced. It is decorated using coloured slips which are poured, trailed or brushed on to achieve energy and dynamism.",19.0,13.0,7.5,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y310,120.0,Dylan Bowen,cut sided vessel,"This earthenware vessel is slab-built, cut and sliced. It is decorated using coloured slips which are poured, trailed or brushed on to achieve energy and dynamism.",7.5,11.0,5.0,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y301,120.0,Dylan Bowen,cut sided vessel,"This earthenware vessel is slab-built, cut and sliced. It is decorated using coloured slips which are poured, trailed or brushed on to achieve energy and dynamism.",10.5,8.5,,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y186,260.0,Dylan Bowen,Medium Plate,"This earthenware medium plate is slab-built. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",3.0,31.5,,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
B307Y196,260.0,Dylan Bowen,Medium Plate,"This earthenware medium plate is slab-built. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",3.0,31.0,,Earthenware,"Hand Built, Thrown",Signed,Electric,Slip Decoration
S136Y576,44.0,Daniel Smith,espresso cup and saucer,This cup and saucer set is wheel-thrown in porcelain. The form is quiet and simple and perfect for an espresso.,8.0,11.0,,Porcelain,Thrown,Signed,,
S136Y572,44.0,Daniel Smith,espresso cup and saucer,This cup and saucer set is wheel-thrown in porcelain. The form is quiet and simple and perfect for an espresso.,8.0,11.0,,Porcelain,Thrown,Signed,,
S136Y575,44.0,Daniel Smith,espresso cup and saucer,This cup and saucer set is wheel-thrown in porcelain. The form is quiet and simple and perfect for an espresso.,8.0,11.0,,Porcelain,Thrown,Signed,,
S136Y573,44.0,Daniel Smith,espresso cup and saucer,This cup and saucer set is wheel-thrown in porcelain. The form is quiet and simple and perfect for an espresso.,8.0,11.0,,Porcelain,Thrown,Signed,,
S136Y574,44.0,Daniel Smith,espresso cup and saucer,This cup and saucer set is wheel-thrown in porcelain. The form is quiet and simple and perfect for an espresso.,8.0,11.0,,Porcelain,Thrown,Signed,,
S136Y577,44.0,Daniel Smith,espresso cup and saucer,This cup and saucer set is wheel-thrown in porcelain. The form is quiet and simple and perfect for an espresso.,8.0,10.0,,Porcelain,Thrown,Signed,,
S136Y578,32.0,Daniel Smith,mini jug,This jug is wheel-thrown in porcelain. The form is quiet and simple and perfect for cream or milk.,7.0,10.0,6.5,Porcelain,Thrown,Signed,,
S136Y579,32.0,Daniel Smith,mini jug,This jug is wheel-thrown in porcelain. The form is quiet and simple and perfect for cream or milk.,7.0,10.0,7.0,Porcelain,Thrown,Signed,,
S136Y567,85.0,Daniel Smith,Round Vase,This vase is wheel-thrown in porcelain. The form is quiet and simple and makes a statement by itself or adorned with a few floral stems.,10.0,10.0,,Porcelain,Thrown,Signed,,
S136Y569,110.0,Daniel Smith,Vase,This vase is wheel-thrown in porcelain. The form is quiet and simple and makes a statement by itself or adorned with a few floral stems.,16.0,8.5,,Porcelain,Thrown,Signed,,
S136Y568,105.0,Daniel Smith,Round Vase,This round vase is wheel-thrown in porcelain. The form is quiet and simple and makes a statement by itself or adorned with a few floral stems.,12.0,10.0,,Porcelain,Thrown,Signed,,
JS254Y243,34.0,Jeremy Steward,porcelain creamer,This porcelain jug is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,7.5,7.5,6.5,Porcelain,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
JS254Y286,48.0,Jeremy Steward,large round mug,This stoneware mug is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,11.5,12.0,9.5,Stoneware,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
JS254Y283,44.0,Jeremy Steward,Rouletted mug,This stoneware mug is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,9.0,11.5,10.0,Stoneware,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
JS254Y285,48.0,Jeremy Steward,Large straight mug,This stoneware mug is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,9.0,13.0,10.5,Stoneware,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
JS254Y284,48.0,Jeremy Steward,Large straight mug,This stoneware mug is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,9.0,12.0,10.5,Stoneware,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
JS254Y267,44.0,Jeremy Steward,Rouletted mug,This stoneware mug is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,8.5,12.0,9.5,Stoneware,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
JS254Y281,44.0,Jeremy Steward,Rouletted mug,This stoneware mug is wheel-thrown and altered. Its lively form is enhanced through the use of textured stamps and impressions. Jeremy uses ash glaze with salt or soda vapour and fires in a wood kiln which creates depth and complexity to the surface.,9.5,11.0,9.5,Stoneware,Thrown,Signed,"Wood, Salt Glaze, Soda Fired",
B161X390,1100.0,Peter Beard,Turquoise/grey vessel with oval pattern,"Turquoise and grey markings envelop this striking vessel, the pattern has a naturally mesmerising effect. Wheel-thrown and decorated using Peter Beard’s signature glaze on glaze technique.",39.5,12.5,,Stoneware,Thrown,Signed,,Wax Resist
B161X389,1320.0,Peter Beard,Narrow necked turquoise/grey bottle,"Turquoise and grey markings envelop this striking vessel, the pattern has a naturally mesmerising effect. Wheel-thrown and decorated using Peter Beard’s signature glaze on glaze technique.",40.0,16.5,,Stoneware,Thrown,Signed,,Wax Resist
JD91Y789,1098.0,Jack Doherty,Three Sided Vessel,"This vessel is wheel-thrown and altered with a bold simplicity of form, using one clay (porcelain), one colouring mineral and one single firing technique to create complex and distinctive surface colours and texture. Jack combines contemporary design with traditional processes and materials.",22.0,21.0,21.0,Porcelain,Thrown,Signed,,
JD91Y768,2196.0,Jack Doherty,Large Bowl,"This bowl is wheel-thrown with a bold simplicity of form, using one clay (porcelain), one colouring mineral and one single firing technique to create complex and distinctive surface colours and texture. Jack combines contemporary design with traditional processes and materials.",25.0,33.0,32.0,Porcelain,Thrown,Signed,,
JD91Y993,110.0,Jack Doherty,No.3 Stacking Bowl,This stoneware stacking bowl is wheel-thrown with a bold simplicity of form and a distinctive soda-fired surface. Jack combines contemporary design with traditional processes and materials.,4.5,16.5,,Stoneware,Thrown,Signed,Soda Fired,
JA512Y13,750.0,Justine Allison,Striped tapered vessel,This vessel is hand-built with thin sheets of porcelain. The precision in Justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,31.0,10.5,10.5,Porcelain,Hand Built,Signed,,
JA512Y1,220.0,Justine Allison,Striped jug,This jug is hand-built with thin sheets of porcelain. The precision in Justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,20.5,11.0,10.0,Porcelain,Hand Built,Signed,,
JA512Y14,600.0,Justine Allison,White tapered vessel,This vessel is hand-built with thin sheets of porcelain. The precision in Justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,36.0,10.5,10.5,Porcelain,Hand Built,Signed,,
JA512Y10,380.0,Justine Allison,Drawn square vessel,This vessel is hand-built with thin sheets of porcelain. The precision in Justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,18.5,8.0,8.0,Porcelain,Hand Built,Signed,,
JA512Y6,200.0,Justine Allison,White hexagonal tapered vessel,This vessel is hand-built with thin sheets of porcelain. The precision in Justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,10.0,6.0,,Porcelain,Hand Built,Signed,,
JA512Y5,100.0,Justine Allison,Dark clay tapered vessel,This vessel is hand-built with thin sheets of porcelain. The precision in Justine’s making results in light and delicate forms that highlight the beauty and qualities of the material.,8.5,4.0,4.0,Porcelain,Hand Built,Signed,,
S117Y62,750.0,Chris Speyer,Wind Form II (Pair),This ‘duolithic’ stoneware sculpture is hand-built in two parts. The textured surface is studded with fragments ringed with oxides. They can be positioned freely to adjust or emphasise the space of tension between them.,59.5,31.0,19.0,Stoneware,Hand Built,Signed,,
IS453Y133,183.0,Irena Sibrijns,Medium Abstract Design Jug,"Full of character and charm, this jug is wheel-thrown and carefully decorated in Irena’s classic bold slip decoration.",22.0,19.0,15.0,Earthenware,Thrown,Signed,,Slip decoration
IS453Y145,342.0,Irena Sibrijns,Medium Abstract Vessel,"Formed using careful slab building this piece is a joy to behold. Dramatically different from every angle, the shapes within the form are complimented by the bold decoration displayed across each surface.",24.0,28.0,10.0,,Thrown,Signed,,Slip decoration
IS453Y146,293.0,Irena Sibrijns,Medium Abstract Vessel,"Formed using careful slab building this piece is a joy to behold. Dramatically different from every angle, the shapes within the form are complimented by the bold decoration displayed across each surface.",25.0,19.0,10.0,,Thrown,Signed,,Slip decoration
IS453Y147,220.0,Irena Sibrijns,Small Abstract Vessel,"Formed using careful slab building this piece is a joy to behold. Dramatically different from every angle, the shapes within the form are complimented by the bold decoration displayed across each surface.",19.0,17.0,8.0,,Thrown,Signed,,Slip decoration
IS453Y148,220.0,Irena Sibrijns,Small Abstract Vessel,"Formed using careful slab building this piece is a joy to behold. Dramatically different from every angle, the shapes within the form are complimented by the bold decoration displayed across each surface.",22.0,16.0,7.0,,Thrown,Signed,,Slip decoration
IS453Y154,73.0,Irena Sibrijns,Abstract Design Jug,"Full of character and charm, this jug is wheel-thrown and carefully decorated in Irena’s classic and whimsical slip decoration.",10.0,14.0,12.0,Earthenware,Thrown,Signed,,Slip decoration
W406Y151,27.0,Carol Wainwright,Small Plate,"This stoneware plate is wheel-thrown. Carol applies a wide range of glazing and brushwork techniques; with free and expressive strokes of coloured slips and glazes, alongside abstract marks and motifs with paper cut stencilling and wax resist.",3.0,17.0,,Stoneware,Thrown,Signed,,
MM200Y384,1400.0,Martin McWilliam,Sculptural Object,"Inspired by traditional Japanese pottery, this stoneware sculptural piece is hand-built, decorated using natural materials and wood-fired in a chamber kiln. The piece is chiselled after firing to reveal the essence of the piece – the archetypal vessels of Martin’s imagination.",46.0,31.0,9.5,Stoneware,Slab Built,Signed,Wood,
MM200Y382,420.0,Martin McWilliam,Sculptural Object,"Inspired by traditional Japanese pottery, this stoneware sculptural piece is hand-built, decorated using natural materials and wood-fired in a chamber kiln. The piece is chiselled after firing to reveal the essence of the piece – the archetypal vessels of Martin’s imagination.",37.0,22.0,8.0,Stoneware,Slab Built,Signed,Wood,
MM200Y383,420.0,Martin McWilliam,Sculptural Object,"Inspired by traditional Japanese pottery, this stoneware sculptural piece is hand-built, decorated using natural materials and wood-fired in a chamber kiln. The piece is chiselled after firing to reveal the essence of the piece – the archetypal vessels of Martin’s imagination.",37.0,17.0,8.0,Stoneware,Slab Built,Signed,Wood,
KK465Y190,40.0,Katharina Klug,Monochrome Egg,This porcelain egg is wheel-thrown and features hand drawn black lines.,8.0,6.0,,Porcelain,"Thrown, Hand built",Signed,,
KK465Y189,40.0,Katharina Klug,Monochrome Egg,This porcelain egg is wheel-thrown and features hand drawn black lines.,9.0,6.5,,Porcelain,"Thrown, Hand built",Signed,,
KK465Y194,40.0,Katharina Klug,Monochrome Egg,This porcelain egg is wheel-thrown and features hand drawn black lines.,8.5,6.0,,Porcelain,"Thrown, Hand built",Signed,,
KK465Y187,40.0,Katharina Klug,Monochrome Egg,This porcelain egg is wheel-thrown and features hand drawn black lines.,8.5,6.0,,Porcelain,"Thrown, Hand built",Signed,,
KK465Y185,40.0,Katharina Klug,Monochrome Egg,This porcelain egg is wheel-thrown and features hand drawn black lines.,8.5,6.0,,Porcelain,"Thrown, Hand built",Signed,,
KK465Y183,40.0,Katharina Klug,Monochrome Egg,This porcelain egg is wheel-thrown and features hand drawn black lines.,8.5,6.0,,Porcelain,"Thrown, Hand built",Signed,,
KK465Y186,40.0,Katharina Klug,Monochrome Egg,This porcelain egg is wheel-thrown and features hand drawn black lines.,8.5,6.0,,Porcelain,"Thrown, Hand built",Signed,,
JK375Y140,73.0,John Kershaw,Jug,"This stoneware jug is wheel-thrown. Elements of John’s inspiration by ancient Greek pottery can be detected such as in the double coil handle in a rich Mediterranean blue and the sandy, textured surface.",17.5,14.5,11.5,Stoneware,Thrown,Signed,Electric,
JK375Y177,73.0,John Kershaw,Jug,"This stoneware jug is wheel-thrown. Elements of John’s inspiration by ancient Greek pottery can be detected such as in the double coil handle in a rich Mediterranean blue and the sandy, textured surface.",18.0,14.0,11.0,Stoneware,Thrown,Signed,Electric,
JFK394Y222,220.0,Jill Fanshawe-Kato,Tea Bowl,This stoneware bowl is decorated with an abstract design.,9.0,12.0,,Stoneware,Thrown,Signed,Electric,
JFK394Y201,134.0,Jill Fanshawe-Kato,Grasshopper Jug,This delightful jug is made of stoneware and decorated with a grasshopper motif.,9.5,11.0,6.0,Stoneware,Thrown,Signed,Electric,
JFK394Y192,73.0,Jill Fanshawe-Kato,Cup,This stoneware cup is decorated with a hand-painted abstract design.,7.0,7.0,10.0,Stoneware,Thrown,Signed,Electric,
VB373Y365,61.0,Vanessa Bullick,Spiked pot,This spiked pot is wheel-thrown and decorated with slip resist to create patterns and textures on the  burnished pot which is then sawdust fired in a variety of wood shavings.,8.5,10.0,,Earthenware,Thrown,Signed,smoke fired,
VB373Y342,61.0,Vanessa Bullick,Spiked pot,This spiked pot is wheel-thrown and decorated with slip resist to create patterns and textures on the  burnished pot which is then sawdust fired in a variety of wood shavings.,8.5,10.0,,Earthenware,Thrown,Signed,smoke fired,
BA182Y708,244.0,Billy Adams,Rosen Vessel,"This stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",22.0,15.0,5.0,Stoneware,Hand Built,Signed,,
BA182Y715,342.0,Billy Adams,newgrange vessel II,"This stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",30.0,21.0,10.0,Stoneware,Hand Built,Signed,,
BA182Y713,256.0,Billy Adams,small rock-a-billy jug,"This stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",27.0,20.0,11.0,Stoneware,Hand Built,Signed,,
BA182Y707,244.0,Billy Adams,Rosen Vessel,"This stoneware sculptural vessel is hand-built using three types of clay, the rich textural surfaces and hues are achieved through a rigorous process of repeated glazing and firing.",21.0,13.0,5.5,Stoneware,Hand Built,Signed,,
JW522Y1,135.0,Jon Williams,Bee Shaker,"This playful bee is thrown and assembled using red earthenware clay and decorated with white slip. All Jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",8.0,10.0,9.0,Earthenware,"Hand Built, Thrown",Signed,,
JW522Y9,230.0,Jon Williams,Horned Bug (Antelope),"This playful horned bug is thrown and assembled using red earthenware clay and decorated with white slip. All Jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",17.0,13.0,12.0,Earthenware,"Hand Built, Thrown",Signed,,
JW522Y8,230.0,Jon Williams,Horned Bug,"This playful horned bug is thrown and assembled using red earthenware clay and decorated with white slip. All Jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",15.0,16.0,13.0,Earthenware,"Hand Built, Thrown",Signed,,
JW522Y7,75.0,Jon Williams,Small Bee Shaker,"This playful bee is thrown and assembled using red earthenware clay and decorated with white slip. All Jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",5.0,8.0,6.0,Earthenware,"Hand Built, Thrown",Signed,,
JW522Y6,75.0,Jon Williams,Small Bee Shaker,"This playful bee is thrown and assembled using red earthenware clay and decorated with white slip. All Jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",5.0,8.0,6.0,Earthenware,"Hand Built, Thrown",Signed,,
JW522Y5,75.0,Jon Williams,Small Horned Bug Shaker,"This playful horned bug is thrown and assembled using red earthenware clay and decorated with white slip. All Jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",7.0,7.0,7.0,Earthenware,"Hand Built, Thrown",Signed,,
JW522Y3,135.0,Jon Williams,Bee Shaker,"This playful bee is thrown and assembled using red earthenware clay and decorated with white slip. All Jon’s pieces are designed to be struck, shaken or submerged in water to produce a sonic effect.",8.0,10.0,11.0,Earthenware,"Hand Built, Thrown",Signed,,
JK375Y161,268.0,John Kershaw,Large Dish Yellow Splashes,"This stoneware dish is wheel-thrown. It features freely trailed colours and a sandy, highly textured surface.",6.0,44.0,,Stoneware,Thrown,Signed,Electric,
JTW322Y377,610.0,James and Tilla Waters,Large tenmoku serving charger,"This beautiful charger is wheel-thrown and decorated in a deep tenmoku glaze with dotted kaki accents, then reduction fired for a depth of surface quality.",10.0,43.0,,Stoneware,Thrown,Signed,Gas,
JTW322Y313,395.0,James and Tilla Waters,Large tenmoku serving dish,"This beautiful dish is wheel-thrown and decorated in a deep tenmoku glaze, then reduction fired for a depth of surface quality.",7.5,40.0,,Stoneware,Thrown,Signed,Gas,
JP271Y118,135.0,Jitka Palmer,Bowl Bulbs of Happiness,"This porcelain bowl is wheel-thrown with an expressive design on the whole surface. It is freely painted with slips, oxides and stains and decorated with sgraffito.",7.0,19.0,,Porcelain,Thrown,Signed,,
JP271Y117,140.0,Jitka Palmer,Bowl Barn Owl,"This porcelain bowl is wheel-thrown with an expressive design on the whole surface. It is freely painted with slips, oxides and stains and decorated with sgraffito.",8.0,17.5,,Porcelain,Thrown,Signed,,
M521Y1,85.0,Eric Moss,Waveform Touchstone Black,"This high-fired black stoneware sculpture can stand alone or be combined with others in manifold display opportunities. The ‘waveform’ was initially inspired by a flag iris seed found floating in Eric’s garden pond. He distilled the geometry, creating a highly tactile and intriguing form. ",3.5,7.0,7.0,Stoneware,"Hand Built, Slipcast, Press Mould",Signed,,
M521Y13,244.0,Eric Moss,Pipe,This parian porcelain sculptural wall piece consists of five individual pieces mounted on an MDF frame.,50.0,25.0,7.0,Porcelain,"Hand Built, Slipcast, Press Mould",Signed,,
M183Y699,171.0,Emily Myers,Porcelain Twist Faceted Bottle,"This elegant twisted bottle is thrown in porcelain, carved when leather hard and glazed in an icy blue celadon.",28.0,7.0,,Porcelain,Thrown,Signed,,Carved
AT488Y220,320.0,Ali Tomlin,Bowl large," This bowl is wheel-thrown in porcelain. The surface design is achieved through the spontaneous use of a bold palette of stains, oxides and slips. ",7.0,38.0,,Porcelain,Thrown,Signed,Electric,Slip Decoration
JD91Y953,56.0,Jack Doherty,Small Tall Mug,This stoneware mug is wheel-thrown with a bold simplicity of form and a distinctive soda-fired surface. Jack combines contemporary design with traditional processes and materials.,9.0,10.0,7.5,Stoneware,Thrown,Signed,Soda Fired,
B307Y362,450.0,Dylan Bowen,Jug Form,"This earthenware jug form is wheel thrown and altered with some hand built elements. It is decorated using coloured slips which are poured, trailed and brushed on to achieve energy and dynamism.",39.0,19.0,13.0,Earthenware,"Hand Built, Thrown",Signed,,Slip Decoration
SP264Y968,44.0,Sue Paraskeva,Porcelain Bowl,"This porcelain bowl is finely thrown and altered to sit at a slight angle ready to present delicious contents within. It is burnished with an unglazed exterior, with a clear glazed interior for functional use. Dishwasher safe.",7.0,13.0,,Porcelain,Thrown,Signed,Electric,
IB12Y50,1200.0,Ian Byers,Order and Disorder,"This sculptural wall piece is hand-built in black stoneware clay with the addition of steel wire. It captures the immediacy of the material and is an instinctive response to the industrial and technological scrap that litters modern life which often goes unnoticed, but in which Ian has elicited the beauty of form and tension.",49.0,30.0,12.0,Stoneware,Hand Built,Signed,,
IB12Y49,2016.0,Ian Byers,Lost and Found,"This sculptural piece is hand-built in black stoneware clay with the addition of rubber, lead, and steel wire. It captures the immediacy of the material and is an instinctive response to the industrial and technological scrap that litters modern life which often goes unnoticed, but in which Ian has elicited the beauty of form and tension.",79.0,17.0,17.0,Stoneware,Hand Built,Signed,,
IB12Y51,1200.0,Ian Byers,Order and Disorder,"This sculptural wall piece is hand-built in black stoneware clay with the addition of steel wire. It captures the immediacy of the material and is an instinctive response to the industrial and technological scrap that litters modern life which often goes unnoticed, but in which Ian has elicited the beauty of form and tension.",53.0,21.0,7.5,Stoneware,Hand Built,Signed,,
AT488Y179,320.0,Ali Tomlin,Bowl large," This bowl is wheel-thrown in porcelain. The surface design is achieved through the spontaneous use of a bold palette of stains, oxides and slips. ",9.5,35.5,,Porcelain,Thrown,Signed,Electric,Slip Decoration
AT488Y86,320.0,Ali Tomlin,Bowl large," This bowl is wheel-thrown in porcelain. The surface design is achieved through the spontaneous use of a bold palette of stains, oxides and slips. ",12.0,35.0,,Porcelain,Thrown,Signed,Electric,Slip Decoration
B161X351,715.0,Peter Beard,Bottle Blue,"Blue wavy markings envelop this bottle, meeting at the base and the opening. Wheel-thrown and decorated using Peter Beard’s signature glaze on glaze technique.",34.0,13.0,,Stoneware,Thrown,Signed,,Wax Resist
JM201Y34,976.0,Jim Malone,Bottle with hakeme slip and iron oxide brushed pattern,This beautiful bottle is decorated with hakeme slip and iron oxide brushed pattern. It has been thrown on a traditional oriental style kick wheel and fired in a two-chambered Japanese climbing kiln using oil and wood.,42.0,18.0,,Stoneware,Thrown,Signed,"Wood, Oil",
AL286Y1079,610.0,Anja Lubach,Bottle,A porcelain bottle with a torrent of wax-like drips enveloping the form.,47.0,23.5,,Porcelain,Thrown,Signed,,
K226Y88,2318.0,Dan Kelly,Round Vessel,"With a round form, small opening, and contrasting white vertical line over the deep metallic oxide surface, this piece is bold and exquisite.",28.0,29.0,28.0,Stoneware,Thrown,Signed,Electric,
K226Y96,2318.0,Dan Kelly,Conical Vessel,"This conical stoneware vessel has a deep groove near the base with a metallic oxide surface, and a highlighted vertical line.",34.0,31.0,25.0,Stoneware,Thrown,Signed,Electric,
K226Y97,1342.0,Dan Kelly,Conical Vessel,"This conical stoneware vessel has a grounded form with a metallic oxide surface, oval shaped opening, and a vertical streak of white.",33.0,15.5,22.0,Stoneware,Thrown,Signed,Electric,
K226Y98,1952.0,Dan Kelly,Large Bowl,"This bowl form with a torn rim is bold and exquisite with a rough metallic sheen exterior and a glossy, glazed interior.",19.0,31.0,,Stoneware,Thrown,Signed,Electric,
K226Y85,1708.0,Dan Kelly,Vessel,"This bold, stoneware vessel has a grounded form with a metallic oxide surface, torn rim and a fine white vertical line.",30.0,28.0,25.0,Stoneware,Thrown,Signed,Electric,
AL286Y1080,512.0,Anja Lubach,Tall Bottle,A porcelain bottle with enigmatic relief moulds of faces peering out from a torrent of wax-like drips enveloping the form.,49.0,17.5,,Porcelain,Thrown,Signed,,
