productcode,decoration,depth,description,firing,height,maker,materials,name,price,technique,width
B161X375,Glaze,8.1,"green and grey markings envelop this cocoon-like vessel, meeting at the base and the opening, the pattern has a naturally mesmerising effect. wheel-thrown and decorated using peter beard’s signature glaze on glaze technique.",Electric,15.0,Peter Beard,Stoneware,Vessel Green/Grey,220.0,Thrown,8.0
M183Y776,Glaze,12.7,this elegant large lantern vessel is wheel-thrown in red stoneware and carved when leather hard.,Electric,38.0,Emily Myers,Stoneware,Large Lantern Vessel,610.0,Thrown,19.0
F481Y43,Slip decoration,17.0,"this earthenware jug is wheel-thrown and decorated with sprigged motifs, slip made from natural raw materials and a glossy glaze. doug is inspired by english medieval and country pottery.",Electric,32.0,Doug Fitch,Earthenware,Jug,427.0,Thrown,20.0
F481Y32,Slip decoration,11.0,"this earthenware mug is wheel-thrown and decorated with a sprig motif design, slip-trailing and a glossy glaze. doug is inspired by english medieval and country pottery.",Electric,16.0,Doug Fitch,Earthenware,Mug,73.0,Thrown,15.0
F481Y24,Slip decoration,11.9,this earthenware jug is wheel-thrown and decorated with slip made from natural raw materials and a glossy glaze. doug is inspired by english medieval and country pottery.,Electric,35.0,Doug Fitch,Earthenware,Jug,207.0,Thrown,17.0
F481Y47,Slip decoration,22.0,this earthenware jug is wheel-thrown and decorated with sprigs and a relief design of slip made from natural raw materials and a glossy glaze. doug is inspired by english medieval and country pottery.,Electric,32.0,Doug Fitch,Earthenware,Jug,439.0,Thrown,26.0
F481Y46,Slip decoration,24.0,this earthenware jug is wheel-thrown and decorated with a relief design of slip made from natural raw materials and a glossy glaze. doug is inspired by english medieval and country pottery.,Electric,34.0,Doug Fitch,Earthenware,Jug,464.0,Thrown,24.0
AL25Y125,Slip decoration,9.0,"hand built earthenware vessel worked on with coloured slips, drawn and relief printed images. glazed with subtle underglaze colours.",Electric,9.0,Anna Lambert,Earthenware,eastburn edge,146.0,Hand built,9.0
KC225Y441,Glaze,12.7,this bowl is wheel-thrown in limoges porcelain and features spontaneous mark-marking resembling graphite.,Electric,17.0,Kyra Cane,Porcelain,Limoges Porcelain Bowl,366.0,Thrown,19.0
KC225Y439,Glaze,11.0,this bowl is wheel-thrown in limoges porcelain and features spontaneous mark-marking resembling graphite.,Electric,13.0,Kyra Cane,Porcelain,Limoges Porcelain Tall Bowl,293.0,Thrown,11.5
KC225Y437,Glaze,11.0,this bowl is wheel-thrown in limoges porcelain and features spontaneous mark-marking resembling graphite.,Electric,10.0,Kyra Cane,Porcelain,Limoges Porcelain Bowl,244.0,Thrown,15.0
KC225Y440,Glaze,8.9,this bowl is wheel-thrown in limoges porcelain and features spontaneous mark-marking resembling graphite.,Electric,15.0,Kyra Cane,Porcelain,Limoges Porcelain Tall Bowl,293.0,Thrown,10.0
KC225Y438,Glaze,11.0,this bowl is wheel-thrown in limoges porcelain and features spontaneous mark-marking resembling graphite.,Electric,10.0,Kyra Cane,Porcelain,Limoges Porcelain Bowl,244.0,Thrown,15.0
KC225Y436,Glaze,15.0,this bowl is wheel-thrown in limoges porcelain and features spontaneous mark-marking resembling graphite.,Electric,11.0,Kyra Cane,Porcelain,Limoges Porcelain Bowl,244.0,Thrown,16.0
KC225Y445,Glaze,7.2,"with a dimple on each side, this wheel-thrown porcelain vase features spontaneous mark-marking resembling graphite.",Electric,12.5,Kyra Cane,Porcelain,Limoges Porcelain Vase,98.0,Thrown,6.0
SW111Y350,Slip decoration,8.1,"this bone china cup is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,8.0,Sasha Wardell,Bone China,Cup Tide,73.0,Hand built,8.0
SW111Y345,Slip decoration,11.5,"this expertly carved bone china vase is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,16.0,Sasha Wardell,Bone China,Vase Tide,220.0,Hand built,16.0
SW111Y349,Slip decoration,11.5,"this expertly carved bone china vase is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,16.0,Sasha Wardell,Bone China,Vase Shoal,207.0,Hand built,16.0
AL25Y116,Slip decoration,15.0,"hand built earthenware vessel worked on with coloured slips, drawn and relief printed images. glazed with subtle underglaze colours.",Electric,14.0,Anna Lambert,Earthenware,lake tista edge,317.0,Hand built,15.0
AL25Y115,Slip decoration,15.0,"hand built earthenware vessel worked on with coloured slips, drawn and relief printed images. glazed with subtle underglaze colours.",Electric,18.0,Anna Lambert,Earthenware,Portlemouth Field,610.0,Hand built,23.0
SW111Y348,Slip decoration,9.1,"this expertly carved bone china bowl is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,9.0,Sasha Wardell,Bone China,Bowl Space,207.0,Hand built,10.5
SW111Y351,Slip decoration,8.1,"this bone china cup is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,8.0,Sasha Wardell,Bone China,Cup Tide,73.0,Hand built,8.0
AL25Y106,Slip decoration,27.0,"hand built earthenware bowl worked on with coloured slips, drawn and relief printed images. glazed with subtle underglaze colours.",Electric,14.0,Anna Lambert,Earthenware,Parcevall Hall Lower Orchard,610.0,Hand built,27.0
SW111Y346,Slip decoration,12.1,"this bone china bowl is slip cast with architectural and precise detail, enhancing the translucency and luminosity of this piece.",Electric,9.0,Sasha Wardell,Bone China,Bowl Tide,220.0,Hand built,17.5
S458Y18,Glaze,8.9,"saggar fired stoneware jar, iron matt glaze. will develop rust spots with dampness.",Electric,13.0,Patricia Shone,Stoneware,Lidded Erosion Jar,293.0,Hand built,10.0
S458Y22,Glaze,13.0,peat cut erosion bowl in black stoneware clay with heavily textured surface.,Electric,12.0,Patricia Shone,Stoneware,Peat Cut Erosion Bowl,226.0,Hand built,16.0
S458Y24,Glaze,9.8,peat cut erosion bowl in black stoneware clay with heavily textured surface.,Electric,15.0,Patricia Shone,Stoneware,Peat Cut Erosion Bowl,122.0,Hand built,12.0
ID376Y34,Glaze,12.1,this porcelain dish is wheel-thrown with a relief ripple design on the exterior. it is enveloped in a glossy celadon glaze and reduction fired in a gas kiln. it is oven-proof and dishwasher-safe.,Gas,4.0,Isabel KJ Denyer,Porcelain,Porcelain Dish,54.0,Thrown,17.5
ID376Y33,Glaze,12.1,this porcelain dish is wheel-thrown with a relief ripple design on the exterior. it is enveloped in a glossy celadon glaze and reduction fired in a gas kiln. it is oven-proof and dishwasher-safe.,Gas,4.0,Isabel KJ Denyer,Porcelain,Porcelain Dish,54.0,Thrown,17.5
ID376Y32,Glaze,12.1,this porcelain dish is wheel-thrown with a relief ripple design on the exterior. it is enveloped in a glossy celadon glaze and reduction fired in a gas kiln. it is oven-proof and dishwasher-safe.,Gas,4.0,Isabel KJ Denyer,Porcelain,Porcelain Dish,54.0,Thrown,17.5
ID376Y19,Glaze,8.3,this stoneware ramekin is wheel-thrown with a celadon glaze interior and a tenmoku exterior. this classic combination of glazes is achieved through reduction firing in a gas kiln. it is oven-proof and dishwasher-safe.,Gas,6.0,Isabel KJ Denyer,Stoneware,Ramekin Celadon and Tenmoku,29.0,Thrown,8.5
ID376Y30,Glaze,5.0,this small porcelain vase is slab-built with an imprinted surface inspired by ripples on water. the subtle colouring is achieved through reduction firing in a gas kiln.,Gas,9.5,Isabel KJ Denyer,Porcelain,Porcelain Wavy Vase,29.0,Hand built,7.0
ID376Y31,Glaze,5.0,this small porcelain vase is slab-built with an imprinted surface inspired by ripples on water. the subtle colouring is achieved through reduction firing in a gas kiln.,Gas,9.5,Isabel KJ Denyer,Porcelain,Porcelain Wavy Vase,29.0,Hand built,7.0
H429Y155,Glaze,9.3,this beautiful porcelain chawan is presented in a wooden box with richard’s signature brushwork design on the outside. it is thrown on a momentum wheel which allows for a more spontaneous form and is complemented by the fluid brushwork inspired by the british landscape. the piece is fired in a wood kiln which offers added depth to his work.,Wood,9.0,Richard Heeley,Porcelain,Porcelain Chawan Fish and Bubbles,125.0,Thrown,11.0
H429Y133,Glaze,9.1,this beautiful porcelain chawan is presented in a wooden box with richard’s signature brushwork design on the outside. it is thrown on a momentum wheel which allows for a more spontaneous form and is complemented by the fluid brushwork inspired by the british landscape. the piece is fired in a wood kiln which offers added depth to his work.,Wood,9.5,Richard Heeley,Porcelain,Porcelain Chawan Fish and Bubbles,98.0,Thrown,10.5
H429Y159,Glaze,9.3,this beautiful stoneware chawan is presented in a wooden box with richard’s signature brushwork design on the cover. it is thrown on a momentum wheel which allows for a more spontaneous form and is complemented by the fluid brushwork inspired by the british landscape. the piece is fired in a wood kiln which offers added depth to his work.,Wood,9.0,Richard Heeley,Stoneware,Chawan Fish and Bubbles,185.0,Thrown,11.0
H429Y156,Glaze,8.5,this beautiful porcelain yunomi is presented in a wooden box with richard’s signature brushwork design on the outside. it is thrown on a momentum wheel which allows for a more spontaneous form and is complemented by the fluid brushwork inspired by the british landscape. the piece is fired in a wood kiln which offers added depth to his work.,Wood,9.5,Richard Heeley,Porcelain,Porcelain Yunomi Blossom,98.0,Thrown,9.0
H429Y145,Glaze,16.7,this beautiful large dish is thrown in porcelain on a momentum wheel. this allows for a more spontaneous form which is complemented by the fluid brushwork inspired by the british landscape. the piece is fired in a wood kiln which offers added depth to his work.,Wood,7.0,Richard Heeley,Porcelain,Large Dish Wetland Grass,400.0,Thrown,28.5
W395Y25,Glaze,9.0,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the fluid and colourful glazes animate this jewel-like vignette.,Electric,21.0,Rose Wallace,Earthenware,Love Birds,265.0,Hand built,21.0
W395Y28,Glaze,7.5,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the glossy clear glaze enhances the purity and sweetness of this vignette.,Electric,27.0,Rose Wallace,Earthenware,Hoppit,250.0,Hand built,22.0
W395Y20,Glaze,10.0,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the fluid and colourful glazes animate this jewel-like vignette.,Electric,31.0,Rose Wallace,Earthenware,Us,320.0,Hand built,25.0
W395Y24,Glaze,10.5,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the glossy clear glaze enhances the purity and sweetness of this vignette.,Electric,25.0,Rose Wallace,Earthenware,Memories,315.0,Hand built,23.0
W395Y26,Glaze,12.0,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the glossy clear glaze enhances the purity and sweetness of this vignette.,Electric,25.0,Rose Wallace,Earthenware,Liberation,245.0,Hand built,18.0
W395Y22,Glaze,6.0,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the glossy clear glaze enhances the purity and sweetness of this vignette.,Electric,22.0,Rose Wallace,Earthenware,Muse,275.0,Hand built,23.0
W395Y27,Glaze,6.5,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the fluid and colourful glazes animate this jewel-like vignette.,Electric,20.0,Rose Wallace,Earthenware,Sssh!,255.0,Hand built,21.0
W395Y30,Glaze,9.0,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the glossy clear glaze enhances the purity and sweetness of this vignette. this piece ‘down’ has a partner called ‘up’ which is available separately.,Electric,21.0,Rose Wallace,Earthenware,Down,170.0,Hand built,19.0
W395Y29,Glaze,7.5,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the glossy clear glaze enhances the purity and sweetness of this vignette. this piece ‘up’ has a partner called ‘down’ which is available separately.,Electric,23.0,Rose Wallace,Earthenware,Up,170.0,Hand built,20.0
W395Y21,Glaze,11.0,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the fluid and colourful glazes animate this jewel-like vignette.,Electric,20.5,Rose Wallace,Earthenware,Harey,295.0,Hand built,22.0
W395Y23,Glaze,11.0,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the fluid and colourful glazes animate this jewel-like vignette.,Electric,20.5,Rose Wallace,Earthenware,Refresh,285.0,Hand built,22.0
W395Y19,Glaze,10.0,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the fluid and colourful glazes animate this jewel-like vignette. this piece ‘soul’ has a partner called ‘rhythm’ which is available separately.,Electric,23.0,Rose Wallace,Earthenware,Soul,275.0,Hand built,20.0
W395Y18,Glaze,10.5,this earthenware sculpture is at once whimsical and narrative with its recognisable moulded parts taken from discarded everyday objects. the fluid and colourful glazes animate this jewel-like vignette. this piece ‘rhythm’ has a partner called ‘soul’ which is available separately.,Electric,24.0,Rose Wallace,Earthenware,Rhythm,275.0,Hand built,18.0
MW276Y595,Glaze,19.0,"this stoneware plate is hand-built in speckled clay. the body has slip applied in varying thicknesses by brush, and a relief design which is slip-trailed in white slip. the piece is ash glazed and  reduction-fired with charcoal.",Electric,1.5,Motoko Wakana,Stoneware,Oval Plate,61.0,Hand built,22.0
MW276Y537,Glaze,18.0,"this stoneware plate is hand-built in speckled clay. the body has slip applied in varying thicknesses by brush, and a relief design which is slip-trailed in white slip. the piece is ash glazed and  reduction-fired with charcoal.",Electric,1.5,Motoko Wakana,Stoneware,Oval Plate,61.0,Hand built,22.0
YT273Y987,Glaze,7.0,"this stoneware milk jug is wheel-thrown and altered. its slate-like surface is created by sgraffito on an indigo slip which is then enveloped in a white glaze. yo’s work is inspired by japanese folk indigo textiles, and the beautiful surroundings of rural dorset.",Electric,10.0,Yo Thom,Stoneware,Milk Jug,42.0,Thrown,9.5
SC248Y664,Glaze,10.2,"supremely elegant porcelain bottle, in a beautiful shiny white glaze.",Electric,16.5,Sophie Cook,Porcelain,Porcelain Bottle,232.0,Thrown,13.0
W312Y128,Glaze,8.5,"this stoneware vessel is hand-built with tears in the coarse grogged clay and textured surfaces. layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the australian bush.",Electric,14.0,Rachel Wood,Stoneware,Small Bark Vessel,183.0,Hand built,11.0
W312Y144,Glaze,12.0,"this stoneware vase form is hand-built with tears in the coarse grogged clay and textured surfaces. layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the australian bush.",Electric,34.0,Rachel Wood,Stoneware,Bark Vase Form,380.0,Hand built,15.0
W312Y130,Glaze,12.7,"this stoneware vessel is hand-built with tears in the coarse grogged clay and textured surfaces. layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the australian bush.",Electric,24.0,Rachel Wood,Stoneware,Medium Bark Vessel,512.0,Hand built,19.0
W312Y126,Glaze,11.2,"this stoneware bowl form is hand-built with tears in the coarse grogged clay and textured surfaces. layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the australian bush.",Electric,15.5,Rachel Wood,Stoneware,Small Bark Bowl Form,220.0,Hand built,15.5
W312Y129,Glaze,13.0,"this stoneware vessel is hand-built with tears in the coarse grogged clay and textured surfaces. layers of slip, oxides and glaze are applied to aid the evocation of the wild and rugged environment of the australian bush.",Electric,16.0,Rachel Wood,Stoneware,Small Bark Vessel,305.0,Hand built,14.0
MH409Y109,Glaze,9.3,this porcelain bottle form is a fine example from a master of crystalline glazing. the form itself is exquisitely thrown and the stunning crystalline glaze is highlighted through the radiant amber tones.,Electric,20.0,Matt Horne,Porcelain,Amber Bottle Form,190.0,Thrown,11.0
MH409Y103,Glaze,11.9,this porcelain bottle form is a fine example from a master of crystalline glazing. the form itself is exquisitely thrown and the stunning crystalline glaze is highlighted through the use of contrasting colour.,Electric,29.0,Matt Horne,Porcelain,Blue and Red Bottle Form,360.0,Thrown,17.0
SS349Y330,Glaze,10.6,this finely thrown stoneware vase has a nuanced form and design. it is glazed in a striking contrast design with glossy black and celadon glazes.,Electric,22.0,Suleyman Saba,Stoneware,Vase,281.0,Thrown,14.0
SS349Y331,Glaze,10.2,this finely thrown stoneware vase has a nuanced form and design. it is glazed in a striking contrast design with glossy iron-red glaze and celadon glaze.,Electric,21.0,Suleyman Saba,Stoneware,Vase,281.0,Thrown,13.0
SS349Y328,Glaze,9.5,this finely thrown stoneware vase has a nuanced form and design. it is enveloped in a glossy iron-rich glaze.,Electric,14.0,Suleyman Saba,Stoneware,Ironspot Squat Vase,183.0,Thrown,11.5
SS349Y321,Glaze,12.7,this finely thrown stoneware bowl has a nuanced form and design. it has contrasting glossy glazes creating a striking appearance.,Electric,6.0,Suleyman Saba,Stoneware,Eclipse Bowl,183.0,Thrown,19.0
SS349Y324,Glaze,10.6,this finely thrown stoneware bowl has a striking design. the interior is glossy black while the exterior is white creating a dramatic contrast.,Electric,7.0,Suleyman Saba,Stoneware,Enclosed Bowl,110.0,Thrown,14.0
KT306Y625,Glaze,21.0,"this beautiful nine-piece stoneware tea set is hand-built using a unique moulding technique. the set comprises a tray, a teapot with stand, four beakers, and two dishes. inspired by nature, the simple forms communicate harmony through the earthy-tones in the clays and glazes.",Electric,12.0,Kaori Tatebayashi,Stoneware,Tea Set,488.0,Hand built,29.0
ASH259Y181,Glaze,12.0,"a beautiful hand-built vessel, the form enhanced by the juxtaposition of sharp lines and softer curves.",Electric,22.0,Ashraf Hanna,Stoneware,Vessel,1220.0,Hand built,14.0
ASH259Y184,Glaze,12.0,"a beautiful hand-built vessel, the form enhanced by the juxtaposition of sharp lines and softer curves.",Electric,20.0,Ashraf Hanna,Stoneware,Vessel,1220.0,Hand built,13.0
ASH259Y182,Glaze,11.0,"a beautiful hand-built vessel, the form enhanced by the juxtaposition of sharp lines and softer curves.",Electric,20.0,Ashraf Hanna,Stoneware,Vessel,1220.0,Hand built,12.0
JD468Y149,Glaze,7.4,this small porcelain beaker is wheel-thrown. its clear glaze enhances the purity and fluidity of the form.,Electric,5.0,Jo Davies,Porcelain,Small Beaker,25.0,Thrown,6.5
JD468Y146,Glaze,7.2,this small porcelain beaker is wheel-thrown. its clear glaze enhances the purity and fluidity of the form.,Electric,5.0,Jo Davies,Porcelain,Small Beaker,25.0,Thrown,6.0
SW208Y237,Glaze,19.0,"this stoneware sculpture is primarily inspired by the landscape that sarah experiences around her. the burnished form is smooth and tactile and possesses a quality not dissimilar to that of the human body, another of her main inspirations.",Electric,7.0,Sarah Walton,Stoneware,Shallow Valley,342.0,Hand built,25.0
SW208Y235,Glaze,21.0,"this stoneware sculpture is primarily inspired by the landscape that sarah experiences around her. the burnished form is smooth and tactile and possesses a quality not dissimilar to that of the human body, another of her main inspirations.",Electric,14.0,Sarah Walton,Stoneware,Bostal Bottom,464.0,Hand built,22.0
JD468Y144,Glaze,8.5,this porcelain beaker is wheel-thrown. its clear glaze enhances the purity and fluidity of the form.,Electric,7.0,Jo Davies,Porcelain,Beaker,40.0,Thrown,9.0
JD468Y135,Glaze,8.1,this porcelain vase is wheel-thrown and altered. its strong but fluid form is enhanced by the semi-matt black glaze.,Electric,23.5,Jo Davies,Porcelain,Black Twist Vase,115.0,Thrown,8.0
JD468Y127,Glaze,8.9,this porcelain vase is wheel-thrown and altered. its strong but fluid form is enhanced by the semi-matt black glaze.,Electric,14.5,Jo Davies,Porcelain,Black Flare Vase,65.0,Thrown,10.0
JD468Y151,Glaze,11.0,this porcelain vase is wheel-thrown and altered. it has a semi-matt black glaze and the interior of the neck radiates with gold.,Electric,12.0,Jo Davies,Porcelain,Gilded Speak Vase,175.0,Thrown,13.0
JD468Y153,Lustre,11.0,this porcelain vase is wheel-thrown and altered. its pure white form is adorned with a design of cobalt blue and gold lustre.,Electric,11.0,Jo Davies,Porcelain,Blue and Gold Speak Vase,295.0,Thrown,14.0
JD468Y152,Lustre,6.0,this porcelain vase is wheel-thrown and altered. its pure white form is adorned with a design of cobalt blue and gold lustre.,Electric,6.5,Jo Davies,Porcelain,Blue and Gold Speak Vase,145.0,Thrown,7.0
J145Y49,Glaze,17.0,"this large bottle form is wheel-thrown in white earthenware clay. it is decorated in painterly application of close-tone coloured abstract decorative motifs, inspired by his cornish surroundings.",Electric,42.0,Paul Jackson,Earthenware,Large Bottle,900.0,Thrown,27.0
J145Y51,Glaze,22.5,"this large dish is wheel-thrown in white earthenware clay. it is decorated in painterly application of close-tone coloured abstract decorative motifs, inspired by his cornish surroundings.",Electric,8.0,Paul Jackson,Earthenware,Large Dish,600.0,Thrown,42.0
BD110Y174,Glaze,13.0,this finely thrown deep copper red teapot has an incised design with a cane handle.,Gas,29.0,Bridget Drakeford,Porcelain,Deep copper red Teapot,232.0,Thrown,16.0
422Y99,Glaze,9.3,this stoneware lidded vessel is wheel-thrown. rosalie uses a grogged clay or st. thomas clay body. layers of silicon carbide slip contrast with coloured or neutral slips to organise elements into strata layering and striping. surface results depend on the thickness of glaze combined with the heat in the kiln reacting together.,Electric,9.5,Rosalie Dodds,Stoneware,Lidded Vessel,80.0,Thrown,11.0
W336Y622,Glaze,7.5,"this grey stained porcelain mug is wheel-thrown with a geometric constructed handle. the interior and part of the exterior has a transparent glaze.  the design is always minimalist and sleek in form, with the use of a contemporary muted colour palette.",Electric,9.5,Derek Wilson,Porcelain,Grey Mug,90.0,Hand built,12.0
W336Y623,Glaze,7.5,"this grey stained porcelain mug is wheel-thrown with a geometric constructed handle. the interior and part of the exterior has a transparent glaze.  the design is always minimalist and sleek in form, with the use of a contemporary muted colour palette.",Electric,9.5,Derek Wilson,Porcelain,Grey Mug,90.0,Hand built,11.5
W336Y624,Glaze,7.5,"this grey stained porcelain mug is wheel-thrown with a geometric constructed handle. the interior and part of the exterior has a transparent glaze.  the design is always minimalist and sleek in form, with the use of a contemporary muted colour palette.",Electric,9.0,Derek Wilson,Porcelain,Grey Mug,90.0,Hand built,11.5
MW276Y554,Glaze,12.0,"this stoneware oval vessel is slab-built in speckled clay. the body is covered with white slip applied in varying thicknesses by brush, and a relief design which is slip-trailed in white slip. the piece is ash glazed and  reduction-fired with charcoal.",Electric,10.0,Motoko Wakana,Stoneware,Oval Vessel,122.0,Hand built,14.0
297Y161,Slip decoration,11.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,30.0,Craig Underhill,Earthenware,Godrevy Flow,595.0,Hand built,24.0
297Y172,Slip decoration,9.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,10.0,Craig Underhill,Earthenware,Small Vessel – Crosses,160.0,Hand built,10.0
297Y171,Slip decoration,8.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,14.0,Craig Underhill,Earthenware,Green Corner,160.0,Hand built,10.0
297Y170,Slip decoration,8.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,14.0,Craig Underhill,Earthenware,Beach Horizon,175.0,Hand built,10.0
297Y169,Slip decoration,10.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,11.0,Craig Underhill,Earthenware,Split Landscape,175.0,Hand built,11.0
297Y168,Slip decoration,10.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,12.0,Craig Underhill,Earthenware,Sea Edge,185.0,Hand built,11.0
297Y167,Slip decoration,10.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,13.0,Craig Underhill,Earthenware,Dark Field,195.0,Hand built,12.0
297Y166,Slip decoration,7.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,11.0,Craig Underhill,Earthenware,Offshore Horizon,220.0,Hand built,17.0
297Y165,Slip decoration,7.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,18.0,Craig Underhill,Earthenware,Blue Edge,260.0,Hand built,11.0
297Y164,Slip decoration,8.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,18.0,Craig Underhill,Earthenware,Godrevy Step,260.0,Hand built,12.0
297Y163,Slip decoration,10.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,17.0,Craig Underhill,Earthenware,Low Tide,420.0,Hand built,26.0
297Y162,Slip decoration,11.0,this earthenware vessel is slab-built by hand to produce a soft surface to which texture is added. coloured engobes are applied like paint to create the surface imagery. each piece is inspired by a specific place and time.,Electric,19.0,Craig Underhill,Earthenware,Low Circles,550.0,Hand built,19.0
JJ213X163,Glaze,9.0,"this earthenware, sculptural vessel/jug form is slab-built. it is decorated with slip and the figure revealed through carving into the clay. the surface of the piece is unglazed and has been waxed so needs washing with care. it is glazed on the inside and can be used as a vase.",Electric,43.0,Jude Jelfs,Earthenware,Au Naturel jug sculpture,660.0,Hand built,21.0
JJ213X165,Glaze,8.0,"this earthenware, sculptural vessel/jug form is slab-built. it is decorated with slip and the figure revealed through carving into the clay. the surface of the piece is unglazed and has been waxed so needs washing with care. it is glazed on the inside and be can used as a vase.",Electric,25.0,Jude Jelfs,Earthenware,Demeter Jug Sculpture,396.0,Hand built,23.0
JJ213X164,Glaze,5.0,"this earthenware, sculptural vessel/jug form is slab-built. it is decorated with slip and the figure revealed through carving into the clay. the surface of the piece is unglazed and has been waxed so needs washing with care. it is glazed on the inside and can be used as a vase.",Electric,25.0,Jude Jelfs,Earthenware,Gaia Jug Sculpture,317.0,Hand built,19.0
SM194Y169,Slip decoration,9.8,this earthenware round soap pillow is hand-built with a brush applied slip decoration of green and brown. it is glazed all over with a transparent glaze.,Electric,7.0,Sarah Monk,Earthenware,Round Soap Pillow,48.0,Hand built,12.0
SM194Y168,Slip decoration,11.9,this earthenware cheese dish is hand-built with a brush applied slip decoration featuring dark brown dots. it is glazed all over with a transparent glaze.,Electric,14.0,Sarah Monk,Earthenware,Cheese Dish with Dark Brown Dots,89.0,Hand built,17.0
SM194Y165,Slip decoration,6.8,this earthenware egg cup is hand-built with a brush applied slip decoration featuring a sgraffito design. it is glazed all over with a transparent glaze.,Electric,6.0,Sarah Monk,Earthenware,Egg Cup with Teal Sgraffito,24.0,Hand built,5.0
JJ213X168,Glaze,8.0,"this earthenware, sculptural vessel/jug form is slab-built. it is decorated with slip and the figure revealed through carving into the clay. the surface of the piece is unglazed and has been waxed so needs washing with care. it is glazed on the inside and can be used as a vase.",Electric,27.0,Jude Jelfs,Earthenware,O Pussy Jug Sculpture,375.0,Hand built,24.0
JJ213X162,Glaze,9.0,"this earthenware, sculptural vessel/jug form is slab-built. it is decorated with slip and the figure revealed through carving into the clay. the surface of the piece is unglazed and has been waxed so needs washing with care. it is glazed on the inside and can be used as a vase.",Electric,46.0,Jude Jelfs,Earthenware,Beau Ideal Grande Jug Sculpture,660.0,Hand built,23.0
FT265Y90,Slip decoration,15.0,"handbuilt stoneware bottle form, with multiple layered surfaces. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,30.0,Fiona Thompson,Stoneware,Large Bottle,320.0,Hand built,18.0
FT265Y79,Slip decoration,17.4,"handbuilt stoneware plate, with multi layered surface. layers are built up using incised lines, lino-prints or mono-printed imagery and painted with coloured slips.",Electric,1.0,Fiona Thompson,Stoneware,Plate,240.0,Hand built,30.0
